fid,Species,plant_id,plot_id,aggplot_id,site,mean-HEIGHTS06-05-2024,HEIGHTS06-05-2024,mean-HEIGHTS08-30-2024,HEIGHTS08-30-2024,mean-HEIGHTS07-31-2024,HEIGHTS07-31-2024,mean-HEIGHTS08-09-2022,HEIGHTS08-09-2022,mean-HEIGHTS07-18-2024,HEIGHTS07-18-2024,mean-HEIGHTS06-05-2023,HEIGHTS06-05-2023,mean-HEIGHTS06-10-2022,HEIGHTS06-10-2022,mean-HEIGHTS09-09-2022,HEIGHTS09-09-2022,mean-HEIGHTS07-16-2024,HEIGHTS07-16-2024,mean-HEIGHTS08-29-2022,HEIGHTS08-29-2022,mean-HEIGHTS07-27-2023,HEIGHTS07-27-2023,mean-HEIGHTS07-19-2022,HEIGHTS07-19-2022,mean-HEIGHTS11-17-2023,HEIGHTS11-17-2023,mean-HEIGHTS07-08-2022,HEIGHTS07-08-2022,mean-HEIGHTS05-11-2023,HEIGHTS05-11-2023,mean-HEIGHTS07-06-2023,HEIGHTS07-06-2023,mean-HEIGHTS09-26-2022,HEIGHTS09-26-2022,mean-HEIGHTS09-26-2023,HEIGHTS09-26-2023,mean-HEIGHTS07-11-2024,HEIGHTS07-11-2024,mean-HEIGHTS06-21-2023,HEIGHTS06-21-2023,mean-HEIGHTS06-25-2024,HEIGHTS06-25-2024,mean-HEIGHTS05-03-2023,HEIGHTS05-03-2023,mean-HEIGHTS07-26-2023,HEIGHTS07-26-2023,mean-HEIGHTS10-30-2023,HEIGHTS10-30-2023
1685,Bluebunch Wheatgrass,21MVPS00598,598,150,Millville,0.041033622,0.028495684,,,,,0.012945012,0.009855382,,,0.019261979,0.017891893,0.020579416,0.020836173,0.013193566,0.010608346,0.028747343,0.029083068,0.014270288,0.016844461,0.014737939,0.017297899,0.008282736,0.011481642,0.079458237,0.090122342,0.012856157,0.014920144,0.021567559,0.019832291,0.021839278,0.017636893,0.013011221,0.012690385,0.019894626,0.020897893,0.034498606,0.03330927,0.023822354,0.023142904,0.041324988,0.030870035,0.018310489,0.016488947,0.013742168,0.014662346,0.070086636,0.080715425
1686,Bluebunch Wheatgrass,21MVPS00599,599,150,Millville,0.03803467,0.037296224,,,,,0.00903376,0.009869862,,,0.021357777,0.015288168,0.016524144,0.015584428,0.015717432,0.018219395,0.04043851,0.037684288,0.021041682,0.020104572,0.016627561,0.014449988,0.00875894,0.010441055,0.08326254,0.08693146,0.0119714,0.005286025,0.02065709,0.019275863,0.0252696,0.023730392,0.021249561,0.022390824,0.024346573,0.024983779,0.045892239,0.04095719,0.024502853,0.022506068,0.032601405,0.030675029,0.018372441,0.018346693,0.016868843,0.01729076,0.084255204,0.09006691
1687,Bluebunch Wheatgrass,21MVPS00600,600,150,Millville,0.065624148,0.060115974,,,,,0.013668698,0.0158346,,,0.031820122,0.029825371,0.015726535,0.015784839,0.022911394,0.023468029,0.046464119,0.043199029,0.018899288,0.019264957,0.016560772,0.017497553,0.014288906,0.015965074,0.070206091,0.069213465,0.009406883,0.011590376,0.02126484,0.021577429,0.01346739,0.014545775,0.023099938,0.022174016,0.02849107,0.028552089,0.047314357,0.046176538,0.042969853,0.041438092,0.04863869,0.049897026,0.016410366,0.016461657,0.01909717,0.020512128,0.06996879,0.068172805
1688,Bluebunch Wheatgrass,21MVPS00601,601,151,Millville,0.031199677,0.028641906,,,,,0.010230428,0.009397375,,,0.010455471,0.006461355,0.006900168,0.008139849,0.011843419,0.012948138,0.02590041,0.02556101,0.019043813,0.018530976,0.008026146,0.008472593,0.008092282,0.008345646,0.035415925,0.035207666,0.003912182,0.004996958,0.015273146,0.015978869,0.007118999,0.007331497,0.006909249,0.004563971,0.010460964,0.010941935,0.025434526,0.019769946,0.016594099,0.014372174,0.028351452,0.022831593,0.01297304,0.011971563,0.010566737,0.004520494,0.029598814,0.029529687
1689,Bluebunch Wheatgrass,21MVPS00602,602,151,Millville,0.016605865,0.016764082,,,,,0.009830194,0.009408867,,,0.013514374,0.013828754,0.008743736,0.009924248,0.006490718,0.005854905,0.014962257,0.01582793,0.015531739,0.014468504,0.005994897,0.008154188,0.007383304,0.005304717,0.037276186,0.038890619,0.006864306,0.006653818,0.013670535,0.012960621,0.008538026,0.007500002,0.008065321,0.009827157,0.00979849,0.010727296,0.014462853,0.012499887,0.012077775,0.01111656,0.025701685,0.019012969,0.017924137,0.017795054,0.014117525,0.01414847,0.03399203,0.032550618
1690,Bluebunch Wheatgrass,21MVPS00603,603,151,Millville,0.023925219,0.017640006,,,,,0.007162135,0.009200212,,,0.013066523,0.010847067,0.00898928,0.008975061,0.009220798,0.008879047,0.014747676,0.012060939,0.019535996,0.019812828,0.011377835,0.011080319,0.004557741,0.004760983,0.02630597,0.016781034,0.007124288,0.008441878,0.009136502,0.010422153,0.007661919,0.008138021,0.012048204,0.014050505,0.006154797,0.007565496,0.022215495,0.017146559,0.011114156,0.01238605,0.019745125,0.019041443,0.011580616,0.009851239,0.010635449,0.011176531,0.026694626,0.02101304
1691,Bluebunch Wheatgrass,21MVPS00604,604,151,Millville,0.015272746,0.017625371,,,,,0.008624142,0.013591487,,,0.017739395,0.014997319,0.009554167,0.013631186,0.008793304,0.00983355,0.005968293,0.009044693,0.013671033,0.014939461,0.006853093,0.009320605,0.007754395,0.011558211,0.031183319,0.030561643,0.006570087,0.011196725,0.012426927,0.014505653,0.00870789,0.013712564,0.012011304,0.012191766,0.004703206,0.007863603,0.012740347,0.014523292,0.04936222,0.028234432,0.013386754,0.015701797,0.014813172,0.016917814,0.007417957,0.008709215,0.029815331,0.027694203
1692,Bluebunch Wheatgrass,23BCPS00253,253,64,BlueCreek,,,0.018439906,0.0190858,0.035948951,0.035784472,,,0.01041135,0.012655587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Bluebunch Wheatgrass,21MVPS00605,605,152,Millville,0.029790848,0.021952132,,,,,0.008931904,0.011104525,,,0.075926118,0.049526773,0.010387936,0.010450847,0.038508311,0.033299558,0.015873374,0.015323996,0.025663655,0.02513903,0.008564744,0.009423841,0.0135929,0.013033675,0.051987339,0.052512556,0.007464749,0.008300781,0.035346285,0.031120012,0.014208244,0.013853822,0.0567431,0.04220099,0.028317999,0.027670892,0.023117481,0.023895536,0.156627119,0.123690411,0.020668725,0.017629901,0.023665775,0.018984284,0.013582699,0.012349105,0.052427802,0.045812313
1694,Bluebunch Wheatgrass,21MVPS00606,606,152,Millville,0.019465184,0.016738558,,,,,0.016175427,0.009918937,,,0.131095812,0.121153958,0.004591779,0.004719077,0.066067129,0.063187212,0.017935842,0.014758507,0.053744357,0.049466047,0.009427179,0.009293146,0.020268207,0.019016191,0.04352998,0.043568976,0.010494446,0.011319242,0.049855385,0.037540153,0.008731559,0.008711688,0.078593463,0.077080332,0.0219847,0.01982432,0.024044013,0.023570675,0.160733372,0.144805476,0.019438326,0.015134487,0.037945319,0.036113426,0.009051543,0.009342017,0.04457166,0.044742972
1695,Bluebunch Wheatgrass,21MVPS00607,607,152,Millville,0.030944787,0.020054948,,,,,0.008649657,0.009030166,,,0.055397011,0.04316251,0.009155789,0.011525688,0.009292391,0.002726925,0.018870737,0.015244272,0.010389318,0.009132598,0.006864195,0.00832063,0.004044382,0.006745007,0.058667183,0.061146274,0.009015965,0.00958761,0.024338152,0.022167021,0.003955856,0.004160312,0.016024826,0.011321486,0.023114624,0.013345206,0.036451966,0.028135607,0.051781859,0.044677768,0.024771526,0.018188488,0.020816229,0.025155636,0.011679957,0.01092952,0.055692572,0.05804674
1696,Bluebunch Wheatgrass,21MVPS00608,608,152,Millville,0.032837424,0.029296843,,,,,0.018237879,0.017666562,,,0.046388283,0.039878085,0.009766164,0.009969075,0.0164926,0.015478607,0.014726843,0.015063209,0.027432622,0.026638545,0.011913943,0.012347531,0.00654038,0.00760905,0.067727596,0.074170262,0.003330074,0.005900065,0.016653258,0.014715237,0.017272698,0.017593034,0.026809383,0.021133326,0.023502836,0.024190657,0.025624996,0.024568466,0.042107515,0.04068974,0.027057782,0.026678506,0.025871197,0.025698807,0.013235033,0.013462779,0.074426249,0.080201104
1697,Bluebunch Wheatgrass,21MVPS00609,609,153,Millville,0.020554874,0.01874326,,,,,0.016042747,0.012096721,,,0.0305581,0.034321435,0.006203135,0.004236785,0.015167803,0.015104712,0.012948883,0.01323967,0.014896247,0.010945953,0.00644023,0.00800094,0.011244579,0.010984639,0.057701353,0.054939277,0.005186321,0.006416404,0.013631279,0.013351079,0.004493457,0.003973106,0.021606881,0.018362138,0.016523082,0.010552593,0.024377877,0.020520756,0.041960455,0.036410052,0.012804398,0.013173083,0.017430004,0.010642687,0.013155059,0.011549405,0.051985063,0.050815735
1698,Bluebunch Wheatgrass,21MVPS00610,610,153,Millville,0.069743104,0.060215525,,,,,0.013732358,0.015459594,,,0.034063071,0.026617005,0.009200385,0.007285698,0.024033606,0.019358231,0.043045819,0.03402875,0.016377674,0.016889464,0.005610519,0.007493389,0.00730185,0.004619181,0.074998006,0.079483293,0.011666251,0.01255403,0.027197009,0.022580128,0.049995102,0.045769867,0.037432194,0.037396472,0.021063168,0.0231071,0.035351027,0.032841571,0.032607615,0.034005456,0.02579828,0.022661693,0.017097751,0.016890757,0.019321712,0.019348864,0.079646915,0.08491157
1699,Bluebunch Wheatgrass,21MVPS00611,611,153,Millville,0.087193392,0.082184359,,,,,0.014171074,0.014157354,,,0.038321588,0.03029066,0.012039147,0.013571367,0.022659963,0.019002546,0.084191144,0.068455786,0.014313003,0.012933764,0.010728835,0.009419364,0.014268987,0.013321976,0.083973587,0.092365138,0.012420874,0.005044886,0.019342588,0.017938467,0.070000246,0.066127241,0.025875796,0.021265363,0.03900034,0.038443577,0.048572294,0.03752679,0.028884005,0.026589908,0.042446919,0.023854343,0.013957674,0.012382358,0.01478212,0.015583927,0.09939374,0.104783192
1700,Bluebunch Wheatgrass,21MVPS00612,612,153,Millville,0.068612933,0.057610884,,,,,0.007012147,0.010294597,,,0.04520914,0.039214101,0.007779585,0.010522478,0.009773999,0.011799158,0.033771869,0.030969096,0.01178518,0.0132924,0.016660944,0.017504735,0.012745998,0.012653121,0.073842652,0.066947892,0.010629656,0.012112128,0.017426638,0.018051868,0.033714928,0.032257318,0.01188185,0.012627313,0.033015516,0.033979237,0.049795035,0.045919895,0.054724365,0.05240348,0.04869587,0.041336335,0.014013996,0.014286947,0.019301306,0.020286353,0.080395855,0.080306344
1701,Bluebunch Wheatgrass,21MVPS00613,613,154,Millville,0.014716231,0.009592528,,,,,0.007072125,0.007292773,,,0.022055436,0.023653833,0.014187784,0.014524085,0.006369786,0.00777181,0.014410229,0.015519831,0.011338293,0.012521387,0.011507846,0.010318602,0.009454204,0.009636673,0.05987579,0.061475784,0.009581828,0.008812135,0.017300399,0.016006047,0.016524535,0.011136111,0.008969468,0.008596615,0.013281522,0.01421095,0.016244816,0.018140895,0.021684052,0.020826038,0.008332822,0.009494142,0.019380573,0.014360983,0.017774139,0.018470325,0.04904874,0.042289082
1702,Bluebunch Wheatgrass,21MVPS00614,614,154,Millville,0.036519401,0.024465812,,,,,0.008303897,0.007405599,,,0.025063669,0.025773911,0.011105506,0.008419843,0.009182511,0.009255787,0.034617804,0.01891513,0.016221998,0.014973206,0.013781881,0.013931618,0.00882847,0.009647145,0.082215413,0.086664975,0.01131221,0.013544403,0.020549735,0.01867884,0.019408321,0.021418609,0.011592653,0.01365534,0.029035563,0.030137781,0.028042452,0.020909414,0.018456459,0.020772673,0.015046351,0.014046796,0.018978246,0.01691954,0.019075142,0.021172857,0.083155081,0.081372425
1703,Bluebunch Wheatgrass,23BCPS00254,254,64,BlueCreek,,,0.017390812,0.019880867,0.038459964,0.038024504,,,0.01492872,0.016363811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Bluebunch Wheatgrass,21MVPS00615,615,154,Millville,0.046730921,0.025125429,,,,,0.006523736,0.007990841,,,0.025247427,0.024149692,0.007511729,0.008832469,0.0065108,0.004699282,0.029345371,0.025077695,0.015708352,0.014977732,0.016278453,0.01555748,0.009947537,0.009662227,0.085902452,0.089622214,0.007113869,0.008972222,0.018192563,0.017788911,0.022028387,0.021620156,0.00842992,0.010235699,0.026289683,0.02530594,0.032413423,0.018480144,0.025942417,0.023602286,0.028050197,0.020043535,0.019887509,0.016245129,0.017205274,0.020513089,0.075757347,0.081016652
1705,Bluebunch Wheatgrass,21MVPS00616,616,154,Millville,0.045317713,0.041573748,,,,,0.008518536,0.011257026,,,0.028606554,0.020065349,0.008655293,0.009585948,0.007673525,0.010432153,0.014603233,0.014911339,0.010256087,0.010574311,0.011749926,0.01287074,0.002962816,0.006035496,0.077793151,0.078468546,0.007697248,0.011352539,0.019056831,0.021305826,0.012974651,0.015165973,0.009900351,0.012024918,0.027586585,0.027929384,0.030829765,0.02923879,0.030757014,0.022527929,0.024184059,0.02332967,0.021490805,0.019136729,0.011471253,0.010537354,0.067469031,0.066448435
1706,Bluebunch Wheatgrass,21MVPS00617,617,155,Millville,0.028266048,0.016918659,,,,,0.00789388,0.00789388,,,0.009230315,0.007928152,0.012557721,0.010336584,0.005511427,0.007005501,0.020014729,0.012807503,0.009897812,0.011820006,0.008663037,0.00559721,0.006775843,0.003936939,0.085154414,0.086253256,0.011284508,0.00939991,0.015052662,0.01612463,0.008125084,0.003783279,0.00626284,0.005867373,0.036700279,0.030076541,0.012203487,0.010278394,0.015374899,0.015094859,0.01280261,0.014147944,0.015931603,0.014412777,0.011828953,0.009568812,0.069568582,0.068524189
1707,Bluebunch Wheatgrass,21MVPS00618,618,155,Millville,0.03752435,0.028470151,,,,,0.008951823,0.008951823,,,0.01167828,0.012390361,0.006819515,0.004485421,0.019433033,0.01875826,0.027959637,0.017526213,0.008655529,0.008030346,0.007052163,0.006307485,0.005016697,0.004728158,0.079287216,0.083485596,0.010192985,0.010733442,0.013185301,0.013692517,0.006114591,0.004215515,0.003011068,0.003011068,0.02927018,0.027504172,0.024968026,0.020252934,0.016337879,0.014636431,0.017605087,0.016247516,0.01257173,0.011039322,0.00996576,0.010858014,0.06070397,0.062317546
1708,Bluebunch Wheatgrass,21MVPS00619,619,155,Millville,0.029661588,0.019336129,,,,,0.007717786,0.005208333,,,0.011060854,0.01071165,0.00355971,0.003559715,0.002373975,0.003972713,0.012015671,0.002113122,0.005666942,0.002724054,0.004994278,0.007025769,0.002752691,0.001754502,0.054060306,0.058079153,0.00437021,0.004844743,0.009937804,0.011905772,0.007900015,0.01055783,0.008154651,0.010026588,0.014591872,0.016765945,0.009287081,0.012156583,0.010692572,0.012135635,0.017545918,0.016406277,0.011819795,0.010934874,0.007817031,0.008794881,0.039139405,0.042507306
1709,Bluebunch Wheatgrass,21MVPS00620,620,155,Millville,0.025813719,0.026111478,,,,,0.002922083,0.005818685,,,0.010087534,0.010712105,0.009060314,0.008392086,0.012889188,0.013745431,0.007643344,0.009040606,0.006572618,0.008946549,0.005854685,0.007559898,0.012020747,0.012015989,0.04879282,0.050164152,0.006300264,0.011027018,0.015205786,0.017154312,0.008012322,0.010314305,0.008015954,0.010555918,0.011553393,0.014120718,0.00693422,0.008664939,0.028984312,0.0158644,0.009190519,0.010670814,0.016003437,0.014466413,0.010262003,0.010553372,0.048968211,0.052574515
1710,Bluebunch Wheatgrass,21MVPS00621,621,156,Millville,0.011603395,0.010142622,,,,,0.003243252,0.004842123,,,0.012812281,0.013537571,0.002441406,0.002441406,0.003034785,0.006144206,0.011106952,0.011083882,0.01085849,0.009967897,0.01152047,0.010261215,0.008707683,0.008707683,0.015186437,0.015159493,0.005197846,0.00519692,0.016248595,0.015024465,0.025778741,0.025719229,0.005720253,0.006215044,0.008450806,0.007054576,0.020712169,0.021268247,0.011442426,0.012678814,0.00640952,0.005146871,0.01800889,0.015830556,0.013173905,0.013344204,0.008698122,0.009794407
1711,Bluebunch Wheatgrass,21MVPS00622,622,156,Millville,0.015122918,0.01517401,,,,,0.000651042,0.000651042,,,0.014328288,0.013989917,0.004233075,0.006388346,0.009294029,0.008885404,0.009543543,0.008362542,0.00961449,0.011751389,0.008833149,0.007763621,0.001545271,0.005701054,0.028344896,0.027103873,0.00131765,0.004912724,0.012187084,0.012662113,0.012300852,0.011869943,0.008951037,0.007776589,0.009093046,0.008427916,0.015844088,0.017568151,0.0128046,0.015456026,0.013083631,0.011588491,0.016887391,0.01546427,0.00786753,0.009541951,0.01622686,0.011988163
1712,Bluebunch Wheatgrass,21MVPS00623,623,156,Millville,0.012256723,0.012573597,,,,,0.00820726,0.006713867,,,0.012436176,0.01134827,0.008182918,0.008129063,0.009240717,0.008180524,0.012460364,0.009164494,0.006754966,0.007694337,0.008709871,0.010386229,0.009893872,0.006591797,0.034169056,0.027299084,0.005323779,0.006626566,0.013463068,0.013621401,0.014452323,0.014240558,0.009530739,0.008840773,0.007732685,0.008028347,0.013556942,0.01244535,0.013377727,0.013009232,0.019760003,0.019067191,0.015344168,0.012606189,0.012697806,0.013163544,0.024920616,0.02679636
1713,Bluebunch Wheatgrass,21MVPS00624,624,156,Millville,0.031735625,0.025425768,,,,,0.005293763,0.009806315,,,0.015342387,0.015335492,0.006080691,0.010864258,0.008870442,0.008870442,0.014796229,0.016935229,0.009357666,0.009805754,0.005468429,0.007016277,0.003255208,0.003255208,0.03827602,0.031084068,0.003684789,0.008501254,0.016477948,0.016767714,0.014337769,0.016084487,0.012323113,0.013816978,0.013532745,0.015394758,0.013557075,0.013967564,0.018995592,0.019233279,0.018208897,0.017800173,0.018913811,0.01944422,0.016445324,0.016444558,0.025108945,0.025422672
1714,Bluebunch Wheatgrass,23BCPS00255,255,64,BlueCreek,,,0.021181526,0.020699302,0.037592724,0.041090697,,,0.012451375,0.015215116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Bluebunch Wheatgrass,21MVPS00625,625,157,Millville,0.021828102,0.020798046,,,,,0.007649156,0.00793457,,,0.035286792,0.026269933,0.008282385,0.005167644,0.011670467,0.013117942,0.020072132,0.017165201,0.015687045,0.017206578,0.013379538,0.015102915,0.005517393,0.009399414,0.055524644,0.053774912,0.004647444,0.002959168,0.022090042,0.01932817,0.019826433,0.019181963,0.015871165,0.009106111,0.017138422,0.014230841,0.01133988,0.014399973,0.072329901,0.063027248,0.013084542,0.013887545,0.019935749,0.019237598,0.011015918,0.011607043,0.053334184,0.049233265
1716,Bluebunch Wheatgrass,21MVPS00626,626,157,Millville,0.013215782,0.012902277,,,,,0.007112601,0.004435221,,,0.093004718,0.099494621,0.006935441,0.006178471,0.017276758,0.016893191,0.017205322,0.011846059,0.013349771,0.011190901,0.016786495,0.014663316,0.006591797,0.006591797,0.031492136,0.028275238,0.004915539,0.003828676,0.031459048,0.027787214,0.012829342,0.013801531,0.026602097,0.028690729,0.011474499,0.011343672,0.019815616,0.016423294,0.103475228,0.104901753,0.01753604,0.015744133,0.021592526,0.019691942,0.015070044,0.018730426,0.027664434,0.023569692
1717,Bluebunch Wheatgrass,21MVPS00627,627,157,Millville,0.010281874,0.005965252,,,,,0.001139323,0.001139323,,,0.036020864,0.031075651,0.005176466,0.00512442,0.003831596,0.001179782,0.013357978,0.009755363,0.007263497,0.010431831,0.00559762,0.005837353,0.005313829,0.003214518,0.032476075,0.027730932,0.003872932,0.003292425,0.017794278,0.019587316,0.006914996,0.007024962,0.012811412,0.014053061,0.006360963,0.010097574,0.016541449,0.015994718,0.02427876,0.021564372,0.011663709,0.012006607,0.016794529,0.015473542,0.014841451,0.017823083,0.019179929,0.013966259
1718,Bluebunch Wheatgrass,21MVPS00628,628,157,Millville,0.016139396,0.017102635,,,,,0.006591796,0.006591797,,,0.048672058,0.038156871,0.005940755,0.005940755,0.001864456,0.006388347,0.014807024,0.016589776,0.005033688,0.006551106,0.009720962,0.013176229,0.000725213,0.005249023,0.038733404,0.033966079,0.002657515,0.007602102,0.017067919,0.016539114,0.012313988,0.012736002,0.007822911,0.01143392,0.005587174,0.006876628,0.013275262,0.01333297,0.049786855,0.022165196,0.014000921,0.014976811,0.016284276,0.016239598,0.011603976,0.012623856,0.028324435,0.022860531
1719,Bluebunch Wheatgrass,21MVPS00629,629,158,Millville,0.015763313,0.013695819,,,,,0.007676551,0.007518692,,,0.017927833,0.013724419,0.006275266,0.007692198,0.005725325,0.005637279,0.009677272,0.010283269,0.007018871,0.006721883,0.013588817,0.011214667,0.004486215,0.007359329,0.041736595,0.045968834,0.001691339,0.004763661,0.014547556,0.015666315,0.007935371,0.005309378,0.009714882,0.008797763,0.010891104,0.011662439,0.010191021,0.008832624,0.025676725,0.02450861,0.011070511,0.00773965,0.018146338,0.017527111,0.013339139,0.012829034,0.034008399,0.03482192
1720,Bluebunch Wheatgrass,21MVPS00630,630,158,Millville,0.057093777,0.030988287,,,,,0.007347124,0.005992802,,,0.012104192,0.012518398,0.009360638,0.009480794,0.003831452,0.00390625,0.009309009,0.007223791,0.001456906,0.006306966,0.009055627,0.0086932,0.006114527,0.006225586,0.041803628,0.038012899,0.007973691,0.007242839,0.014793931,0.016047267,0.005710581,0.004577637,0.005195608,0.006379926,0.008538886,0.008387282,0.016912414,0.016401373,0.013476191,0.015898693,0.020340828,0.021789163,0.019205712,0.017536003,0.007782814,0.008635848,0.029956518,0.025305893
1721,Bluebunch Wheatgrass,21MVPS00631,631,158,Millville,0.030450081,0.030422825,,,,,0.006268717,0.005289714,,,0.015788175,0.016131043,0.012709759,0.012384701,0.004075418,0.005493164,0.030893333,0.012752391,0.00858084,0.010364653,0.014108934,0.013118327,0.007326569,0.006712765,0.057129137,0.057271354,0.006972753,0.007110775,0.018576553,0.016376518,0.003591069,0.005351245,0.00657757,0.004967248,0.008382945,0.010091889,0.021778541,0.020059774,0.009585531,0.011151466,0.026514508,0.022942863,0.01950652,0.017297348,0.012255245,0.01378177,0.050303414,0.046200939
1722,Bluebunch Wheatgrass,21MVPS00632,632,158,Millville,0.05328859,0.041169524,,,,,0.004515861,0.008992513,,,0.022393709,0.022718199,0.008853056,0.010553715,0.010298179,0.012991228,0.037077837,0.02499311,0.010641538,0.012915427,0.014013162,0.014347307,0.006604677,0.007754381,0.070286155,0.076214172,0.009244408,0.012717146,0.020405844,0.021376502,0.010070367,0.012289403,0.011059887,0.012679811,0.020681974,0.021714507,0.025785888,0.022592399,0.012152682,0.013282656,0.031233031,0.030152554,0.024106558,0.025150008,0.016745834,0.016675234,0.054481518,0.05303102
